ANNO;CODICE REGIONE;DENOMINAZIONE REGIONE;CODICE AZIENDA;DENOMINAZIONE AZIENDA;INDIRIZZO;CAP;COMUNE;SIGLA PROVINCIA;TELEFONO;FAX;E-MAIL;SITO WEB;PARTITA IVA
2014;130;ABRUZZO;204;TERAMO;TERAMO  CIRC.NE RAGUSA 1       ;64100;TERAMO;TE;;;;;
2014;140;MOLISE;201; ASREM;VIA PETRELLA 1       ;86100;CAMPOBASSO;CB;;;;;
2014;150;CAMPANIA;201;A.S.L. AVELLINO;VIA DEGLI IMBIMBO 10/12   ;83100;AVELLINO;AV;;;;;
2014;150;CAMPANIA;202;A.S.L. BENEVENTO;VIA ODERISIO 1       ;82100;BENEVENTO;BN;;;;;
2014;150;CAMPANIA;203;A.S.L. CASERTA;VIA UNITA' ITALIANA 28      ;81100;CASERTA;CE;;;;;
2014;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;Via Comunale del Principe 13/a    ;80145;NAPOLI;NA;;;;;
2014;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;VIA CORRADO ALVARO 8       ;80078;POZZUOLI;NA;;;;;
2014;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;C.SO ALCIDE DE GASPERI 167     ;80053;CASTELLAMMARE DI STABIA;NA;;;;;
2014;150;CAMPANIA;207;A.S.L. SALERNO;VIA NIZZA 146     ;84124;SALERNO;SA;;;;;
2014;160;PUGLIA;106;ASL BR;Via Napoli 8       ;72100;BRINDISI;BR;;;;;
2014;160;PUGLIA;112;ASL TA;VIALE VIRGILIO 31      ;74100;TARANTO;TA;;;;;
2014;160;PUGLIA;113;ASL BT;Via Fornaci 201     ;70031;ANDRIA;BT;;;;;
2014;160;PUGLIA;114; ASL BA;LUNGOMARE STARITA 6       ;70123;BARI;BA;;;;;
2014;160;PUGLIA;115; ASL FG;PIAZZA LIBERTÀ 1       ;71100;FOGGIA;FG;;;;;
2014;160;PUGLIA;116; ASL LE;VIA MIGLIETTA 5       ;73100;LECCE;LE;;;;;
2014;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;VIA TORRACA 2       ;85100;POTENZA;PZ;;;;;
2014;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;VIA MONTESCAGLIOSO 20      ;75100;MATERA;MT;;;;;
2014;180;CALABRIA;201; A.S.P. COSENZA ;VIALE DEGLI ALIMENA 8       ;87100;COSENZA;CS;;;;;
2014;180;CALABRIA;202;A.S.P. CROTONE;VIA CORIGLIANO 1       ;88900;CROTONE;KR;;;;;
2014;180;CALABRIA;203;A.S.P. CATANZARO;VIA VINICIO CORTESE 25      ;88100;CATANZARO;CZ;;;;;
2014;180;CALABRIA;204;A.S.P. VIBO VALENTIA;VIA DANTE ALIGHIERI 1       ;89900;VIBO VALENTIA;VV;;;;;
2014;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;VIA SANT'ANNA II TRONCO 18/P    ;89128;REGGIO DI CALABRIA;RC;;;;;
2014;190;SICILIA;201;ASP AGRIGENTO;VIA MANZONI  140     ;92100;AGRIGENTO;AG;;;;;
2014;190;SICILIA;202;ASP CALTANISSETTA;VIA CUSMANO 10      ;93100;CALTANISSETTA;CL;;;;;
2014;190;SICILIA;203;ASP CATANIA;VIA S. MARIA LA GRANDE 5       ;95124;CATANIA;CT;;;;;
2014;190;SICILIA;204;ASP ENNA;VIALE DIAZ 23      ;94100;ENNA;EN;;;;;
2014;190;SICILIA;205;ASP MESSINA;VIA DEL VESPRO  289     ;98100;MESSINA;ME;;;;;
2014;190;SICILIA;206;ASP PALERMO;VIA G. CUSMANO 24      ;90100;PALERMO;PA;;;;;
2014;190;SICILIA;207;ASP RAGUSA;P.ZZA IGEA 1 1       ;97100;RAGUSA;RG;;;;;
2014;190;SICILIA;208;ASP SIRACUSA;C.SO GELONE 17      ;96100;SIRACUSA;SR;;;;;
2014;190;SICILIA;209;ASP DI TRAPANI;VIA MAZZINI 1       ;91100;TRAPANI;TP;;;;;
2014;200;SARDEGNA;101;SASSARI;VIA CATALOCCHINO 8       ;7100;SASSARI;SS;;;;;
2014;200;SARDEGNA;102;OLBIA                                   ;VIALE ALDO MORO                ;7026;OLBIA;OT;;;;;
2014;200;SARDEGNA;103;NUORO                                   ;VIA A. DEMURTAS 1       ;8100;NUORO;NU;;;;;
2014;200;SARDEGNA;104;LANUSEI                                 ;VIA PISCINAS 5       ;8045;LANUSEI;OG;;;;;
2014;200;SARDEGNA;105;ORISTANO                                ;VIA CARDUCCI 35      ;9170;ORISTANO;OR;;;;;
2014;200;SARDEGNA;106;SANLURI;VIA UNGARETTI sn      ;9036;SANLURI;VS;;;;;
2014;200;SARDEGNA;107;CARBONIA                                ;VIA DALMAZIA 83      ;9013;CARBONIA;CI;;;;;
2014;200;SARDEGNA;108;CAGLIARI;VIA LOGUDORO 17      ;9100;CAGLIARI;CA;;;;;
2015;10;PIEMONTE;201;TO1;VIA S.SECONDO 29      ;10128;TORINO;TO;;;;;
2015;10;PIEMONTE;202;TO2;CORSO SVIZZERA 164     ;10149;TORINO;TO;;;;;
2015;10;PIEMONTE;203;TO3;VIA MARTIRI XXX APRILE 30      ;10093;COLLEGNO;TO;;;;;
2015;10;PIEMONTE;204;TO4;Via Po 11      ;10034;CHIVASSO;TO;;;;;
2015;10;PIEMONTE;205;TO5;VIA SAN DOMENICO 21      ;10023;CHIERI;TO;;;;;
2015;10;PIEMONTE;206;VC;C.SO MARIO ABBIATE 21      ;13100;VERCELLI;VC;;;;;
2015;10;PIEMONTE;207;BI;VIA MARCONI 23      ;13900;BIELLA;BI;;;;;
2015;10;PIEMONTE;208;NO;VIA DEI MILLE 2       ;28100;NOVARA;NO;;;;;
2015;10;PIEMONTE;209;VCO;VIA MAZZINI 117     ;28887;OMEGNA;VB;;;;;
2015;10;PIEMONTE;210;CN1;VIA CARLO BOGGIO 12      ;12100;CUNEO;CN;;;;;
2015;10;PIEMONTE;211;CN2;VIA VIDA 10      ;12051;ALBA;CN;;;;;
2015;10;PIEMONTE;212;AT;VIA CONTE VERDE 125     ;14100;ASTI;AT;;;;;
2015;10;PIEMONTE;213;AL;VIALE GIOLITTI 2       ;15033;CASALE MONFERRATO;AL;;;;;
2015;20;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;VIA GUIDO REY 1       ;11100;AOSTA;AO;;;;;
2015;30;LOMBARDIA;301;A.S.L. DELLA PROVINCIA DI BERGAMO;VIA GALLICCIOLLI 4       ;24121;BERGAMO;BG;;;;;
2015;30;LOMBARDIA;302;A.S.L. DELLA PROVINCIA DI BRESCIA;V.LE DUCA DEGLI ABRUZZI 15      ;25124;BRESCIA;BS;;;;;
2015;30;LOMBARDIA;303;A.S.L. DELLA PROVINCIA DI COMO;VIA PESSINA 6       ;22100;COMO;CO;;;;;
2015;30;LOMBARDIA;304;A.S.L. DELLA PROVINCIA DI CREMONA;VIA S. SEBASTIANO 14      ;26100;CREMONA;CR;;;;;
2015;30;LOMBARDIA;305;A.S.L. DELLA PROVINCIA DI LECCO;C.SO CARLO ALBERTO 120     ;23900;LECCO;LC;;;;;
2015;30;LOMBARDIA;306;A.S.L. DELLA PROVINCIA DI LODI;P.ZZA OSPITALE 10      ;26900;LODI;LO;;;;;
2015;30;LOMBARDIA;307;A.S.L. DELLA PROVINCIA DI MANTOVA;VIA DEI TOSCANI 1       ;46100;MANTOVA;MN;;;;;
2015;30;LOMBARDIA;308;A.S.L. DI MILANO;C.SO ITALIA 19      ;20122;MILANO;MI;;;;;
2015;30;LOMBARDIA;309;A.S.L. DELLA PROVINCIA DI MILANO 1;VIA SAVONAROLA 3       ;20025;LEGNANO;MI;;;;;
2015;30;LOMBARDIA;310;A.S.L. DELLA PROVINCIA DI MILANO 2;VIA VIII GIUGNO 69      ;20077;MELEGNANO;MI;;;;;
2015;30;LOMBARDIA;311;A.S.L. PROVINCIA DI MONZA E BRIANZA;VIALE ELVEZIA 2       ;20900;MONZA;MB;;;;;
2015;30;LOMBARDIA;312;A.S.L. DELLA PROVINCIA DI PAVIA;VIALE INDIPENDENZA 3       ;27100;PAVIA;PV;;;;;
2015;30;LOMBARDIA;313;A.S.L. DELLA PROVINCIA DI SONDRIO;VIA NAZARIO SAURO 38      ;23100;SONDRIO;SO;;;;;
2015;30;LOMBARDIA;314;A.S.L. DELLA PROVINCIA DI VARESE;VIA OTTORINO ROSSI 9       ;21100;VARESE;VA;;;;;
2015;30;LOMBARDIA;315;A.S.L. DI VALLECAMONICA-SEBINO;VIA NISSOLINA 2       ;25043;BRENO;BS;;;;;
2015;41;PROV. AUTON. BOLZANO;201; AZIENDA SANITARIA DELLA P.A. DI BOLZANO;VIA CASSA DI RISPARMIO 4       ;39100;BOLZANO;BZ;;;;;
2015;42;PROV. AUTON. TRENTO;101;TRENTO;VIA DE GASPERI 79      ;38100;TRENTO;TN;;;;;
2015;50;VENETO;101;BELLUNO;VIA FELTRE 57      ;32100;BELLUNO;BL;;;;;
2015;50;VENETO;102;FELTRE;VIA BAGNOLS SUR CEZE' 3       ;32032;FELTRE;BL;;;;;
2015;50;VENETO;103;BASSANO DEL GRAPPA;VIA DEI LOTTI 40      ;36061;BASSANO DEL GRAPPA;VI;;;;;
2015;50;VENETO;104;THIENE;VIA RASA  9       ;36016;THIENE;VI;;;;;
2015;50;VENETO;105;ARZIGNANO;VIA TRENTO 4       ;36071;ARZIGNANO;VI;;;;;
2015;50;VENETO;106;VICENZA;V.LE RODOLFI 37      ;36100;VICENZA;VI;;;;;
2015;50;VENETO;107;PIEVE DI SOLIGO;VIA LUBIN 16      ;31053;PIEVE DI SOLIGO;TV;;;;;
2015;50;VENETO;108;ASOLO;VIA FORESTUZZO 41      ;31011;ASOLO;TV;;;;;
2015;50;VENETO;109;TREVISO;BORGO CAVALLI 42      ;31100;TREVISO;TV;;;;;
2015;50;VENETO;110;S. DONA' DI PIAVE;P.ZZA DE GASPERI 5       ;30027;SAN DONA' DI PIAVE;VE;;;;;
2015;50;VENETO;112;VENEZIANA;VIA DON FEDERICO TOSATTO 147     ;30174;VENEZIA;VE;;;;;
2015;50;VENETO;113;MIRANO;VIA MARIUTTO 76      ;30035;MIRANO;VE;;;;;
2015;50;VENETO;114;CHIOGGIA;STRADA MADONNA MARINA 500     ;30015;CHIOGGIA;VE;;;;;
2015;50;VENETO;115;CITTADELLA;VIA CASA DI RICOVERO 40      ;35013;CITTADELLA;PD;;;;;
2015;50;VENETO;116;PADOVA;VIA E. DEGLI SCROVEGNI 14      ;35131;PADOVA;PD;;;;;
2015;50;VENETO;117;MONSELICE;VIA G. MARCONI 19      ;35043;MONSELICE;PD;;;;;
2015;50;VENETO;118;ROVIGO;V.LE TRE MARTIRI 89      ;45100;ROVIGO;RO;;;;;
2015;50;VENETO;119;ADRIA;PIAZZA DEGLI ETRUSCHI 9       ;45011;ADRIA;RO;;;;;
2015;50;VENETO;120;VERONA;VIA VALVERDE 42      ;37122;VERONA;VR;;;;;
2015;50;VENETO;121;LEGNAGO;VIA GIANELLA 1       ;37045;LEGNAGO;VR;;;;;
2015;50;VENETO;122;BUSSOLENGO;C. A. Dalla Chiesa 0       ;37012;BUSSOLENGO;VR;;;;;
2015;60;FRIULI VENEZIA GIULIA;201;TRIESTINA;VIA GIOVANNI SAI 1-3     ;34128;TRIESTE;TS;;;;;
2015;60;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;VIA VITTORIO VENETO 174     ;34170;GORIZIA;GO;;;;;
2015;60;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;P.ZA PORTUZZA 2       ;33013;GEMONA DEL FRIULI;UD;;;;;
2015;60;FRIULI VENEZIA GIULIA;204;FRIULI CENTRALE;VIA POZZUOLO 330     ;33100;UDINE;UD;;;;;
2015;60;FRIULI VENEZIA GIULIA;205;FRIULI OCCIDENTALE;VIA DELLA VECCHIA CERAMICA 1       ;33170;PORDENONE;PN;;;;;
2015;70;LIGURIA;101;IMPERIESE;VIA AURELIA PONENTE 97      ;18038;SAN REMO;IM;;;;;
2015;70;LIGURIA;102;SAVONESE;VIA MANZONI 14      ;17100;SAVONA;SV;;;;;
2015;70;LIGURIA;103;GENOVESE;VIA BERTANI 4       ;16125;GENOVA;GE;;;;;
2015;70;LIGURIA;104;CHIAVARESE;VIA G.B.GHIO 9       ;16043;CHIAVARI;GE;;;;;
2015;70;LIGURIA;105;SPEZZINO;VIA XXIV MAGGIO 139     ;19124;LA SPEZIA;SP;;;;;
2015;80;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;VIA ANTONIO ANGUISSOLA 15      ;29121;PIACENZA;PC;;;;;
2015;80;EMILIA ROMAGNA;102;AZIENDA USL PARMA;STRADA DEL QUARTIERE 2/A     ;43123;PARMA;PR;;;;;
2015;80;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;VIA AMENDOLA 2       ;42122;REGGIO NELL'EMILIA;RE;;;;;
2015;80;EMILIA ROMAGNA;104;AZIENDA USL MODENA;VIA S.GIOVANNI DEL CANTONE 23      ;41100;MODENA;MO;;;;;
2015;80;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;VIA CASTIGLIONE 29      ;40124;BOLOGNA;BO;;;;;
2015;80;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;VIALE  AMENDOLA 2       ;40026;IMOLA;BO;;;;;
2015;80;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;VIA A.CASSOLI 30      ;44121;FERRARA;FE;;;;;
2015;80;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;VIA DE GASPERI 8       ;48100;RAVENNA;RA;;;;;
2015;90;TOSCANA;101;MASSA CARRARA                           ;VIA DON MINZONI 3       ;54033;CARRARA;MS;;;;;
2015;90;TOSCANA;102;LUCCA;V. PER S.ALESSIO M.S. QUIRICO 1       ;55100;LUCCA;LU;;;;;
2015;90;TOSCANA;103;PISTOIA                                 ;VIA S. PERTINI 708     ;51100;PISTOIA;PT;;;;;
2015;90;TOSCANA;104;PRATO                                   ;PIAZZA OSPEDALE 5       ;59100;PRATO;PO;;;;;
2015;90;TOSCANA;105;PISA;VIA ZAMENHOF 1       ;56100;PISA;PI;;;;;
2015;90;TOSCANA;106;LIVORNO                                 ;VIA MONTEROTONDO 49      ;57100;LIVORNO;LI;;;;;
2015;90;TOSCANA;107;SIENA                                   ;VIA ROMA 75/76   ;53100;SIENA;SI;;;;;
2015;90;TOSCANA;108;AREZZO;VIA CURTATONE 54      ;52100;AREZZO;AR;;;;;
2015;90;TOSCANA;109;GROSSETO                                ;VIA CIMABUE 109     ;58100;GROSSETO;GR;;;;;
2015;90;TOSCANA;110;FIRENZE;P.ZZA S.MARIA NUOVA 1       ;50122;FIRENZE;FI;;;;;
2015;90;TOSCANA;111;EMPOLI                                  ;VIA DEI CAPPUCCINI 79      ;50053;EMPOLI;FI;;;;;
2015;90;TOSCANA;112;VERSILIA;VIA AURELIA 335     ;55043;CAMAIORE;LU;;;;;
2015;100;UMBRIA;201;AUSL UMBRIA N. 1;VIA G. GUERRA  21/17   ;6127;PERUGIA;PG;;;;;
2015;100;UMBRIA;202;AUSL UMBRIA N. 2 ;VIALE BRAMANTE  37      ;5100;TERNI;TR;;;;;
2015;110;MARCHE;201;ASUR;VIA CADUTI DEL LAVORO 40      ;60131;ANCONA;AN;;;;;
2015;120;LAZIO;101;RM/A;VIA ARIOSTO 3/9     ;185;ROMA;RM;;;;;
2015;120;LAZIO;102;RM/B;VIA FILIPPO MEDA 35      ;157;ROMA;RM;;;;;
2015;120;LAZIO;103;RM/C;VIA PRIMO CARNERA 1       ;142;ROMA;RM;;;;;
2015;120;LAZIO;104;RM/D;VIA CASAL BERNOCCHI 73      ;125;ROMA;RM;;;;;
2015;120;LAZIO;105;RM/E;B.GO S. SPIRITO 3       ;193;ROMA;RM;;;;;
2015;120;LAZIO;106;RM/F;VIA DELLE TERME DI TRAIANO 39/a    ;53;CIVITAVECCHIA;RM;;;;;
2015;120;LAZIO;107;RM/G;VIA TIBURTINA 22/A    ;19;TIVOLI;RM;;;;;
2015;120;LAZIO;108;RM/H;B.GO GARIBALDI 12      ;41;ALBANO LAZIALE;RM;;;;;
2015;120;LAZIO;109;VITERBO;VIA ENRICO FERMI 15      ;1100;VITERBO;VT;;;;;
2015;120;LAZIO;110;RIETI;VIALE  MATTEUCCI 9       ;2100;RIETI;RI;;;;;
2015;120;LAZIO;111;LATINA;V.le PIERLUIGI NERVI Torre 2G snc     ;4100;LATINA;LT;;;;;
2015;120;LAZIO;112;FROSINONE;VIALE A. FABI snc     ;3100;FROSINONE;FR;;;;;
2015;130;ABRUZZO;201;AVEZZANO-SULMONA-L'AQUILA;L'AQUILA  VIA G. BELLISARI SNC      ;67100;L'AQUILA;AQ;;;;;
2015;130;ABRUZZO;202; LANCIANO-VASTO-CHIETI ;CHIETI  VIA MARTIRI LANCIANESI 19      ;66100;CHIETI;CH;;;;;
2015;130;ABRUZZO;203;PESCARA;PESCARA  VIA R. PAOLINI 47      ;65100;PESCARA;PE;;;;;
2015;130;ABRUZZO;204;TERAMO;TERAMO  CIRC.NE RAGUSA 1       ;64100;TERAMO;TE;;;;;
2015;140;MOLISE;201; ASREM;VIA PETRELLA 1       ;86100;CAMPOBASSO;CB;;;;;
2015;150;CAMPANIA;201;A.S.L. AVELLINO;VIA DEGLI IMBIMBO 10/12   ;83100;AVELLINO;AV;;;;;
2015;150;CAMPANIA;202;A.S.L. BENEVENTO;VIA ODERISIO 1       ;82100;BENEVENTO;BN;;;;;
2015;150;CAMPANIA;203;A.S.L. CASERTA;VIA UNITA' ITALIANA 28      ;81100;CASERTA;CE;;;;;
2015;150;CAMPANIA;204;A.S.L. NAPOLI 1 CENTRO;Via Comunale del Principe 13/a    ;80145;NAPOLI;NA;;;;;
2015;150;CAMPANIA;205;A.S.L. NAPOLI 2 NORD;VIA CORRADO ALVARO 8       ;80078;POZZUOLI;NA;;;;;
2015;150;CAMPANIA;206;A.S.L. NAPOLI 3 SUD;C.SO ALCIDE DE GASPERI 167     ;80053;CASTELLAMMARE DI STABIA;NA;;;;;
2015;150;CAMPANIA;207;A.S.L. SALERNO;VIA NIZZA 146     ;84124;SALERNO;SA;;;;;
2015;160;PUGLIA;106;ASL BR;Via Napoli 8       ;72100;BRINDISI;BR;;;;;
2015;160;PUGLIA;112;ASL TA;VIALE VIRGILIO 31      ;74100;TARANTO;TA;;;;;
2015;160;PUGLIA;113;ASL BT;Via Fornaci 201     ;70031;ANDRIA;BT;;;;;
2015;160;PUGLIA;114; ASL BA;LUNGOMARE STARITA 6       ;70123;BARI;BA;;;;;
2015;160;PUGLIA;115; ASL FG;PIAZZA LIBERTÀ 1       ;71100;FOGGIA;FG;;;;;
2015;160;PUGLIA;116; ASL LE;VIA MIGLIETTA 5       ;73100;LECCE;LE;;;;;
2015;170;BASILICATA;201;AZIENDA SANITARIA LOCALE DI POTENZA ASP;VIA TORRACA 2       ;85100;POTENZA;PZ;;;;;
2015;170;BASILICATA;202;AZIENDA SANITARIA LOCALE DI MATERA  ASM;VIA MONTESCAGLIOSO 20      ;75100;MATERA;MT;;;;;
2015;180;CALABRIA;201; A.S.P. COSENZA ;VIALE DEGLI ALIMENA 8       ;87100;COSENZA;CS;;;;;
2015;180;CALABRIA;202;A.S.P. CROTONE;VIA CORIGLIANO 1       ;88900;CROTONE;KR;;;;;
2015;180;CALABRIA;203;A.S.P. CATANZARO;VIA VINICIO CORTESE 25      ;88100;CATANZARO;CZ;;;;;
2015;180;CALABRIA;204;A.S.P. VIBO VALENTIA;VIA DANTE ALIGHIERI 1       ;89900;VIBO VALENTIA;VV;;;;;
2015;180;CALABRIA;205;A.S.P. REGGIO CALABRIA;VIA SANT'ANNA II TRONCO 18/P    ;89128;REGGIO DI CALABRIA;RC;;;;;
2015;190;SICILIA;201;ASP AGRIGENTO;VIA MANZONI  140     ;92100;AGRIGENTO;AG;;;;;
2015;190;SICILIA;202;ASP CALTANISSETTA;VIA CUSMANO 10      ;93100;CALTANISSETTA;CL;;;;;
2015;190;SICILIA;203;ASP CATANIA;VIA S. MARIA LA GRANDE 5   ;95124;CATANIA;CT;;;;;
2015;190;SICILIA;204;ASP ENNA;VIALE DIAZ 23      ;94100;ENNA;EN;;;;;
2015;190;SICILIA;205;ASP MESSINA;VIA DEL VESPRO  289     ;98100;MESSINA;ME;;;;;
2015;190;SICILIA;206;ASP PALERMO;VIA G. CUSMANO 24      ;90100;PALERMO;PA;;;;;
2015;190;SICILIA;207;ASP RAGUSA;P.ZZA IGEA 1    ;97100;RAGUSA;RG;;;;;
2015;190;SICILIA;208;ASP SIRACUSA;C.SO GELONE 17 ;96100;SIRACUSA;SR;;;;;
2015;190;SICILIA;209;ASP DI TRAPANI;VIA MAZZINI 1       ;91100;TRAPANI;TP;;;;;
2015;200;SARDEGNA;101;SASSARI;VIA CATALOCCHINO 8       ;7100;SASSARI;SS;;;;;
2015;200;SARDEGNA;102;OLBIA                                   ;VIALE ALDO MORO                ;7026;OLBIA;OT;;;;;
2015;200;SARDEGNA;103;NUORO                                   ;VIA A. DEMURTAS 1       ;8100;NUORO;NU;;;;;
2015;200;SARDEGNA;104;LANUSEI                                 ;VIA PISCINAS 5       ;8045;LANUSEI;OG;;;;;
2015;200;SARDEGNA;105;ORISTANO                                ;VIA CARDUCCI 35      ;9170;ORISTANO;OR;;;;;
2015;200;SARDEGNA;106;SANLURI;VIA UNGARETTI snc      ;9036;SANLURI;VS;;;;;
2015;200;SARDEGNA;107;CARBONIA                                ;VIA DALMAZIA 83      ;9013;CARBONIA;CI;;;;;
2015;200;SARDEGNA;108;CAGLIARI;VIA LOGUDORO 17      ;9100;CAGLIARI;CA;;;;;
2016;10;PIEMONTE;201;TO1;VIA S.SECONDO 29      ;10128;TORINO;TO;;;;;
2016;10;PIEMONTE;202;TO2;CORSO SVIZZERA 164     ;10149;TORINO;TO;;;;;
2016;10;PIEMONTE;203;TO3;VIA MARTIRI XXX APRILE 30      ;10093;COLLEGNO;TO;;;;;
2016;10;PIEMONTE;204;TO4;Via Po 11      ;10034;CHIVASSO;TO;;;;;
2016;10;PIEMONTE;205;TO5;VIA SAN DOMENICO 21      ;10023;CHIERI;TO;;;;;
2016;10;PIEMONTE;206;VC;C.SO MARIO ABBIATE 21      ;13100;VERCELLI;VC;;;;;
2016;10;PIEMONTE;207;BI;VIA DEI PONDERANESI 2       ;13875;PONDERANO;BI;;;;;
2016;10;PIEMONTE;208;NO;VIA DEI MILLE 2       ;28100;NOVARA;NO;;;;;
2016;10;PIEMONTE;209;VCO;VIA MAZZINI 117     ;28887;OMEGNA;VB;;;;;
2016;10;PIEMONTE;210;CN1;VIA CARLO BOGGIO 12      ;12100;CUNEO;CN;;;;;
2016;10;PIEMONTE;211;CN2;VIA VIDA 10      ;12051;ALBA;CN;;;;;
2016;10;PIEMONTE;212;AT;VIA CONTE VERDE 125     ;14100;ASTI;AT;;;;;
2016;10;PIEMONTE;213;AL;VIA VENEZIA 6       ;15121;ALESSANDRIA;AL;;;;;
2016;20;VALLE D'AOSTA;101;AZIENDA U.S.L. VALLE D'AOSTA;VIA GUIDO REY 1       ;11100;AOSTA;AO;;;;;
2016;30;LOMBARDIA;321;ATS DELLA CITTA' METROPOLITANA DI MILANO;CORSO ITALIA 19      ;20122;MILANO;MI;;;;;
2016;30;LOMBARDIA;322;ATS DELL'INSUBRIA;VIA O. ROSSI 9       ;21100;VARESE;VA;;;;;
2016;30;LOMBARDIA;323;ATS DELLA MONTAGNA;VIA N. SAURO 38      ;23100;SONDRIO;SO;;;;;
2016;30;LOMBARDIA;324;ATS DELLA BRIANZA;VIALE ELVEZIA 2       ;20900;MONZA;MB;;;;;
2016;30;LOMBARDIA;325;ATS DI BERGAMO;VIA GALLICCIOLLI 4       ;24121;BERGAMO;BG;;;;;
2016;30;LOMBARDIA;326;ATS DI BRESCIA;Viale Duca degli Abruzzi 15      ;25122;BRESCIA;BS;;;;;
2016;30;LOMBARDIA;327;ATS DELLA VAL PADANA;VIA DEI TOSCANI 1       ;46100;MANTOVA;MN;;;;;
2016;30;LOMBARDIA;328;ATS DI PAVIA;VIALE INDIPENDENZA 1       ;27100;PAVIA;PV;;;;;
2016;41;PROV. AUTON. BOLZANO;201; AZIENDA SANITARIA DELLA P.A. DI BOLZANO;VIA CASSA DI RISPARMIO 4       ;39100;BOLZANO;BZ;;;;;
2016;42;PROV. AUTON. TRENTO;101;TRENTO;VIA DE GASPERI 79      ;38100;TRENTO;TN;;;;;
2016;50;VENETO;101;BELLUNO;VIA FELTRE 57      ;32100;BELLUNO;BL;;;;;
2016;50;VENETO;102;FELTRE;VIA BAGNOLS SUR CEZE' 3       ;32032;FELTRE;BL;;;;;
2016;50;VENETO;103;BASSANO DEL GRAPPA;VIA DEI LOTTI 40      ;36061;BASSANO DEL GRAPPA;VI;;;;;
2016;50;VENETO;104;THIENE;VIA RASA  9       ;36016;THIENE;VI;;;;;
2016;50;VENETO;105;ARZIGNANO;VIA TRENTO 4       ;36071;ARZIGNANO;VI;;;;;
2016;50;VENETO;106;VICENZA;V.LE RODOLFI 37      ;36100;VICENZA;VI;;;;;
2016;50;VENETO;107;PIEVE DI SOLIGO;VIA LUBIN 16      ;31053;PIEVE DI SOLIGO;TV;;;;;
2016;50;VENETO;108;ASOLO;VIA FORESTUZZO 41      ;31011;ASOLO;TV;;;;;
2016;50;VENETO;109;TREVISO;BORGO CAVALLI 42      ;31100;TREVISO;TV;;;;;
2016;50;VENETO;110;S. DONA' DI PIAVE;P.ZZA DE GASPERI 5       ;30027;SAN DONA' DI PIAVE;VE;;;;;
2016;50;VENETO;112;VENEZIANA;VIA DON FEDERICO TOSATTO 147     ;30174;VENEZIA;VE;;;;;
2016;50;VENETO;113;MIRANO;VIA MARIUTTO 76      ;30035;MIRANO;VE;;;;;
2016;50;VENETO;114;CHIOGGIA;STRADA MADONNA MARINA 500     ;30015;CHIOGGIA;VE;;;;;
2016;50;VENETO;115;CITTADELLA;VIA CASA DI RICOVERO 40      ;35013;CITTADELLA;PD;;;;;
2016;50;VENETO;116;PADOVA;VIA E. DEGLI SCROVEGNI 14      ;35131;PADOVA;PD;;;;;
2016;50;VENETO;117;MONSELICE;VIA G. MARCONI 19      ;35043;MONSELICE;PD;;;;;
2016;50;VENETO;118;ROVIGO;V.LE TRE MARTIRI 89      ;45100;ROVIGO;RO;;;;;
2016;50;VENETO;119;ADRIA;PIAZZA DEGLI ETRUSCHI 9       ;45011;ADRIA;RO;;;;;
2016;50;VENETO;120;VERONA;VIA VALVERDE 42      ;37122;VERONA;VR;;;;;
2016;50;VENETO;121;LEGNAGO;VIA GIANELLA 1       ;37045;LEGNAGO;VR;;;;;
2016;50;VENETO;122;BUSSOLENGO;C. A. Dalla Chiesa 0       ;37012;BUSSOLENGO;VR;;;;;
2016;60;FRIULI VENEZIA GIULIA;201;TRIESTINA;VIA GIOVANNI SAI 1-3     ;34128;TRIESTE;TS;;;;;
2016;60;FRIULI VENEZIA GIULIA;202;BASSA FRIULANA - ISONTINA;VIA VITTORIO VENETO 174     ;34170;GORIZIA;GO;;;;;
2016;60;FRIULI VENEZIA GIULIA;203;ALTO FRIULI - COLLINARE - MEDIO FRIULI;P.ZA PORTUZZA 2       ;33013;GEMONA DEL FRIULI;UD;;;;;
2016;60;FRIULI VENEZIA GIULIA;204;FRIULI CENTRALE;VIA POZZUOLO 330     ;33100;UDINE;UD;;;;;
2016;60;FRIULI VENEZIA GIULIA;205;FRIULI OCCIDENTALE;VIA DELLA VECCHIA CERAMICA 1       ;33170;PORDENONE;PN;;;;;
